Scenario Name,Date,observation_date,DRSFRMACBS,Real GDP growth_lag1,Real GDP growth_lag2,Real GDP growth_lag3,Real GDP growth_lag4,Real GDP growth_lag5,Real GDP growth_lag6,Nominal GDP growth_lag1,Nominal GDP growth_lag2,Nominal GDP growth_lag3,Nominal GDP growth_lag4,Nominal GDP growth_lag5,Nominal GDP growth_lag6,Real disposable income growth_lag1,Real disposable income growth_lag2,Real disposable income growth_lag3,Real disposable income growth_lag4,Real disposable income growth_lag5,Real disposable income growth_lag6,Nominal disposable income growth_lag1,Nominal disposable income growth_lag2,Nominal disposable income growth_lag3,Nominal disposable income growth_lag4,Nominal disposable income growth_lag5,Nominal disposable income growth_lag6,Unemployment rate_lag1,Unemployment rate_lag2,Unemployment rate_lag3,Unemployment rate_lag4,Unemployment rate_lag5,Unemployment rate_lag6,CPI inflation rate_lag1,CPI inflation rate_lag2,CPI inflation rate_lag3,CPI inflation rate_lag4,CPI inflation rate_lag5,CPI inflation rate_lag6,3-month Treasury rate_lag1,3-month Treasury rate_lag2,3-month Treasury rate_lag3,3-month Treasury rate_lag4,3-month Treasury rate_lag5,3-month Treasury rate_lag6,5-year Treasury yield_lag1,5-year Treasury yield_lag2,5-year Treasury yield_lag3,5-year Treasury yield_lag4,5-year Treasury yield_lag5,5-year Treasury yield_lag6,10-year Treasury yield_lag1,10-year Treasury yield_lag2,10-year Treasury yield_lag3,10-year Treasury yield_lag4,10-year Treasury yield_lag5,10-year Treasury yield_lag6,BBB corporate yield_lag1,BBB corporate yield_lag2,BBB corporate yield_lag3,BBB corporate yield_lag4,BBB corporate yield_lag5,BBB corporate yield_lag6,Mortgage rate_lag1,Mortgage rate_lag2,Mortgage rate_lag3,Mortgage rate_lag4,Mortgage rate_lag5,Mortgage rate_lag6,Prime rate_lag1,Prime rate_lag2,Prime rate_lag3,Prime rate_lag4,Prime rate_lag5,Prime rate_lag6,Dow Jones Total Stock Market Index (Level)_lag1,Dow Jones Total Stock Market Index (Level)_lag2,Dow Jones Total Stock Market Index (Level)_lag3,Dow Jones Total Stock Market Index (Level)_lag4,Dow Jones Total Stock Market Index (Level)_lag5,Dow Jones Total Stock Market Index (Level)_lag6,House Price Index (Level)_lag1,House Price Index (Level)_lag2,House Price Index (Level)_lag3,House Price Index (Level)_lag4,House Price Index (Level)_lag5,House Price Index (Level)_lag6,Commercial Real Estate Price Index (Level)_lag1,Commercial Real Estate Price Index (Level)_lag2,Commercial Real Estate Price Index (Level)_lag3,Commercial Real Estate Price Index (Level)_lag4,Commercial Real Estate Price Index (Level)_lag5,Commercial Real Estate Price Index (Level)_lag6,Market Volatility Index (Level)_lag1,Market Volatility Index (Level)_lag2,Market Volatility Index (Level)_lag3,Market Volatility Index (Level)_lag4,Market Volatility Index (Level)_lag5,Market Volatility Index (Level)_lag6
Actual,2005-01-01,2005-01-01,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual,2005-04-01,2005-04-01,1.55,6.8,,,,,,9.3,,,,,,7.2,,,,,,10.0,,,,,,6.1,,,,,,3.0,,,,,,0.9,,,,,,3.1,,,,,,4.4,,,,,,5.6,,,,,,6.0,,,,,,4.0,,,,,,9649.7,,,,,,138.7,,,,,,150.6,,,,,,22.7,,,,,
Actual,2005-07-01,2005-07-01,1.59,4.7,6.8,,,,,7.3,9.3,,,,,1.1,7.2,,,,,3.1,10.0,,,,,5.8,6.1,,,,,1.5,3.0,,,,,0.9,0.9,,,,,3.2,3.1,,,,,4.4,4.4,,,,,5.4,5.6,,,,,5.9,6.0,,,,,4.0,4.0,,,,,10799.6,9649.7,,,,,143.1,138.7,,,,,148.3,150.6,,,,,21.1,22.7,,,,
Actual,2005-10-01,2005-10-01,1.64,2.3,4.7,6.8,,,,5.2,7.3,9.3,,,,1.8,1.1,7.2,,,,5.0,3.1,10.0,,,,5.7,5.8,6.1,,,,3.4,1.5,3.0,,,,0.9,0.9,0.9,,,,3.0,3.2,3.1,,,,4.1,4.4,4.4,,,,5.0,5.4,5.6,,,,5.6,5.9,6.0,,,,4.0,4.0,4.0,,,,11039.4,10799.6,9649.7,,,,148.1,143.1,138.7,,,,154.9,148.3,150.6,,,,21.6,21.1,22.7,,,
Actual,2006-01-01,2006-01-01,1.6,3.2,2.3,4.7,6.8,,,6.5,5.2,7.3,9.3,,,4.2,1.8,1.1,7.2,,,7.1,5.0,3.1,10.0,,,5.6,5.7,5.8,6.1,,,3.2,3.4,1.5,3.0,,,1.1,0.9,0.9,0.9,,,3.7,3.0,3.2,3.1,,,4.7,4.1,4.4,4.4,,,5.7,5.0,5.4,5.6,,,6.1,5.6,5.9,6.0,,,4.0,4.0,4.0,4.0,,,11144.6,11039.4,10799.6,9649.7,,,153.9,148.1,143.1,138.7,,,164.2,154.9,148.3,150.6,,,20.0,21.6,21.1,22.7,,
Actual,2006-04-01,2006-04-01,1.62,3.8,3.2,2.3,4.7,6.8,,6.5,6.5,5.2,7.3,9.3,,2.9,4.2,1.8,1.1,7.2,,4.9,7.1,5.0,3.1,10.0,,5.4,5.6,5.7,5.8,6.1,,2.6,3.2,3.4,1.5,3.0,,1.5,1.1,0.9,0.9,0.9,,3.5,3.7,3.0,3.2,3.1,,4.4,4.7,4.1,4.4,4.4,,5.4,5.7,5.0,5.4,5.6,,5.9,6.1,5.6,5.9,6.0,,4.4,4.0,4.0,4.0,4.0,,10893.8,11144.6,11039.4,10799.6,9649.7,,159.3,153.9,148.1,143.1,138.7,,175.4,164.2,154.9,148.3,150.6,,19.3,20.0,21.6,21.1,22.7,
Actual,2006-07-01,2006-07-01,1.74,4.2,3.8,3.2,2.3,4.7,6.8,7.4,6.5,6.5,5.2,7.3,9.3,5.2,2.9,4.2,1.8,1.1,7.2,8.8,4.9,7.1,5.0,3.1,10.0,5.4,5.4,5.6,5.7,5.8,6.1,4.4,2.6,3.2,3.4,1.5,3.0,2.0,1.5,1.1,0.9,0.9,0.9,3.5,3.5,3.7,3.0,3.2,3.1,4.3,4.4,4.7,4.1,4.4,4.4,5.1,5.4,5.7,5.0,5.4,5.6,5.7,5.9,6.1,5.6,5.9,6.0,4.9,4.4,4.0,4.0,4.0,4.0,11951.5,10893.8,11144.6,11039.4,10799.6,9649.7,165.1,159.3,153.9,148.1,143.1,138.7,179.8,175.4,164.2,154.9,148.3,150.6,16.6,19.3,20.0,21.6,21.1,22.7
Actual,2006-10-01,2006-10-01,1.92,4.5,4.2,3.8,3.2,2.3,4.7,7.9,7.4,6.5,6.5,5.2,7.3,-4.8,5.2,2.9,4.2,1.8,1.1,-2.5,8.8,4.9,7.1,5.0,3.1,5.3,5.4,5.4,5.6,5.7,5.8,2.0,4.4,2.6,3.2,3.4,1.5,2.5,2.0,1.5,1.1,0.9,0.9,3.9,3.5,3.5,3.7,3.0,3.2,4.4,4.3,4.4,4.7,4.1,4.4,5.2,5.1,5.4,5.7,5.0,5.4,5.8,5.7,5.9,6.1,5.6,5.9,5.4,4.9,4.4,4.0,4.0,4.0,11637.3,11951.5,10893.8,11144.6,11039.4,10799.6,171.9,165.1,159.3,153.9,148.1,143.1,180.6,179.8,175.4,164.2,154.9,148.3,14.7,16.6,19.3,20.0,21.6,21.1
Actual,2007-01-01,2007-01-01,2.08,2.0,4.5,4.2,3.8,3.2,2.3,5.0,7.9,7.4,6.5,6.5,5.2,3.9,-4.8,5.2,2.9,4.2,1.8,6.6,-2.5,8.8,4.9,7.1,5.0,5.1,5.3,5.4,5.4,5.6,5.7,2.7,2.0,4.4,2.6,3.2,3.4,2.9,2.5,2.0,1.5,1.1,0.9,3.9,3.9,3.5,3.5,3.7,3.0,4.2,4.4,4.3,4.4,4.7,4.1,5.4,5.2,5.1,5.4,5.7,5.0,5.7,5.8,5.7,5.9,6.1,5.6,5.9,5.4,4.9,4.4,4.0,4.0,11856.7,11637.3,11951.5,10893.8,11144.6,11039.4,178.8,171.9,165.1,159.3,153.9,148.1,186.3,180.6,179.8,175.4,164.2,154.9,17.7,14.7,16.6,19.3,20.0,21.6
Actual,2007-04-01,2007-04-01,2.29,3.2,2.0,4.5,4.2,3.8,3.2,7.0,5.0,7.9,7.4,6.5,6.5,1.7,3.9,-4.8,5.2,2.9,4.2,6.1,6.6,-2.5,8.8,4.9,7.1,5.0,5.1,5.3,5.4,5.4,5.6,6.2,2.7,2.0,4.4,2.6,3.2,3.4,2.9,2.5,2.0,1.5,1.1,4.0,3.9,3.9,3.5,3.5,3.7,4.3,4.2,4.4,4.3,4.4,4.7,5.4,5.4,5.2,5.1,5.4,5.7,5.8,5.7,5.8,5.7,5.9,6.1,6.4,5.9,5.4,4.9,4.4,4.0,12282.9,11856.7,11637.3,11951.5,10893.8,11144.6,185.0,178.8,171.9,165.1,159.3,153.9,192.7,186.3,180.6,179.8,175.4,164.2,14.2,17.7,14.7,16.6,19.3,20.0
Actual,2007-07-01,2007-07-01,2.71,2.3,3.2,2.0,4.5,4.2,3.8,5.6,7.0,5.0,7.9,7.4,6.5,3.4,1.7,3.9,-4.8,5.2,2.9,6.7,6.1,6.6,-2.5,8.8,4.9,5.0,5.0,5.1,5.3,5.4,5.4,3.8,6.2,2.7,2.0,4.4,2.6,3.8,3.4,2.9,2.5,2.0,1.5,4.4,4.0,3.9,3.9,3.5,3.5,4.6,4.3,4.2,4.4,4.3,4.4,5.8,5.4,5.4,5.2,5.1,5.4,6.2,5.8,5.7,5.8,5.7,5.9,7.0,6.4,5.9,5.4,4.9,4.4,12497.2,12282.9,11856.7,11637.3,11951.5,10893.8,190.2,185.0,178.8,171.9,165.1,159.3,199.9,192.7,186.3,180.6,179.8,175.4,16.5,14.2,17.7,14.7,16.6,19.3
Actual,2007-10-01,2007-10-01,3.1,5.5,2.3,3.2,2.0,4.5,4.2,8.5,5.6,7.0,5.0,7.9,7.4,8.3,3.4,1.7,3.9,-4.8,5.2,10.6,6.7,6.1,6.6,-2.5,8.8,4.7,5.0,5.0,5.1,5.3,5.4,2.1,3.8,6.2,2.7,2.0,4.4,4.4,3.8,3.4,2.9,2.5,2.0,4.6,4.4,4.0,3.9,3.9,3.5,4.7,4.6,4.3,4.2,4.4,4.3,5.8,5.8,5.4,5.4,5.2,5.1,6.2,6.2,5.8,5.7,5.8,5.7,7.4,7.0,6.4,5.9,5.4,4.9,13121.6,12497.2,12282.9,11856.7,11637.3,11951.5,193.1,190.2,185.0,178.8,171.9,165.1,205.6,199.9,192.7,186.3,180.6,179.8,14.6,16.5,14.2,17.7,14.7,16.6
Actual,2008-01-01,2008-01-01,3.68,1.0,5.5,2.3,3.2,2.0,4.5,4.6,8.5,5.6,7.0,5.0,7.9,1.5,8.3,3.4,1.7,3.9,-4.8,5.1,10.6,6.7,6.1,6.6,-2.5,4.6,4.7,5.0,5.0,5.1,5.3,3.7,2.1,3.8,6.2,2.7,2.0,4.7,4.4,3.8,3.4,2.9,2.5,5.0,4.6,4.4,4.0,3.9,3.9,5.2,4.7,4.6,4.3,4.2,4.4,6.3,5.8,5.8,5.4,5.4,5.2,6.6,6.2,6.2,5.8,5.7,5.8,7.9,7.4,7.0,6.4,5.9,5.4,12808.9,13121.6,12497.2,12282.9,11856.7,11637.3,192.7,193.1,190.2,185.0,178.8,171.9,213.8,205.6,199.9,192.7,186.3,180.6,23.8,14.6,16.5,14.2,17.7,14.7
Actual,2008-04-01,2008-04-01,4.36,0.6,1.0,5.5,2.3,3.2,2.0,3.4,4.6,8.5,5.6,7.0,5.0,0.8,1.5,8.3,3.4,1.7,3.9,3.7,5.1,10.6,6.7,6.1,6.6,4.6,4.6,4.7,5.0,5.0,5.1,3.8,3.7,2.1,3.8,6.2,2.7,4.9,4.7,4.4,3.8,3.4,2.9,4.8,5.0,4.6,4.4,4.0,3.9,5.0,5.2,4.7,4.6,4.3,4.2,6.3,6.3,5.8,5.8,5.4,5.4,6.6,6.6,6.2,6.2,5.8,5.7,8.3,7.9,7.4,7.0,6.4,5.9,13322.5,12808.9,13121.6,12497.2,12282.9,11856.7,191.4,192.7,193.1,190.2,185.0,178.8,222.3,213.8,205.6,199.9,192.7,186.3,18.6,23.8,14.6,16.5,14.2,17.7
Actual,2008-07-01,2008-07-01,5.28,3.4,0.6,1.0,5.5,2.3,3.2,5.0,3.4,4.6,8.5,5.6,7.0,5.2,0.8,1.5,8.3,3.4,1.7,4.5,3.7,5.1,10.6,6.7,6.1,4.4,4.6,4.6,4.7,5.0,5.0,-1.6,3.8,3.7,2.1,3.8,6.2,4.9,4.9,4.7,4.4,3.8,3.4,4.6,4.8,5.0,4.6,4.4,4.0,4.7,5.0,5.2,4.7,4.6,4.3,6.0,6.3,6.3,5.8,5.8,5.4,6.2,6.6,6.6,6.2,6.2,5.8,8.3,8.3,7.9,7.4,7.0,6.4,14215.8,13322.5,12808.9,13121.6,12497.2,12282.9,190.8,191.4,192.7,193.1,190.2,185.0,224.7,222.3,213.8,205.6,199.9,192.7,12.7,18.6,23.8,14.6,16.5,14.2
Actual,2008-10-01,2008-10-01,6.58,1.2,3.4,0.6,1.0,5.5,2.3,5.1,5.0,3.4,4.6,8.5,5.6,3.0,5.2,0.8,1.5,8.3,3.4,6.8,4.5,3.7,5.1,10.6,6.7,4.5,4.4,4.6,4.6,4.7,5.0,4.0,-1.6,3.8,3.7,2.1,3.8,5.0,4.9,4.9,4.7,4.4,3.8,4.6,4.6,4.8,5.0,4.6,4.4,4.8,4.7,5.0,5.2,4.7,4.6,6.0,6.0,6.3,6.3,5.8,5.8,6.2,6.2,6.6,6.6,6.2,6.2,8.3,8.3,8.3,7.9,7.4,7.0,14354.0,14215.8,13322.5,12808.9,13121.6,12497.2,188.6,190.8,191.4,192.7,193.1,190.2,232.4,224.7,222.3,213.8,205.6,199.9,19.6,12.7,18.6,23.8,14.6,16.5
Actual,2009-01-01,2009-01-01,8.01,2.6,1.2,3.4,0.6,1.0,5.5,5.3,5.1,5.0,3.4,4.6,8.5,1.8,3.0,5.2,0.8,1.5,8.3,5.3,6.8,4.5,3.7,5.1,10.6,4.5,4.5,4.4,4.6,4.6,4.7,4.6,4.0,-1.6,3.8,3.7,2.1,4.7,5.0,4.9,4.9,4.7,4.4,4.7,4.6,4.6,4.8,5.0,4.6,4.9,4.8,4.7,5.0,5.2,4.7,6.2,6.0,6.0,6.3,6.3,5.8,6.4,6.2,6.2,6.6,6.6,6.2,8.3,8.3,8.3,8.3,7.9,7.4,15163.1,14354.0,14215.8,13322.5,12808.9,13121.6,183.5,188.6,190.8,191.4,192.7,193.1,241.4,232.4,224.7,222.3,213.8,205.6,18.9,19.6,12.7,18.6,23.8,14.6
Actual,2009-04-01,2009-04-01,8.57,2.4,2.6,1.2,3.4,0.6,1.0,4.6,5.3,5.1,5.0,3.4,4.6,0.7,1.8,3.0,5.2,0.8,1.5,3.0,5.3,6.8,4.5,3.7,5.1,4.7,4.5,4.5,4.4,4.6,4.6,2.6,4.6,4.0,-1.6,3.8,3.7,4.3,4.7,5.0,4.9,4.9,4.7,4.5,4.7,4.6,4.6,4.8,5.0,4.8,4.9,4.8,4.7,5.0,5.2,6.5,6.2,6.0,6.0,6.3,6.3,6.6,6.4,6.2,6.2,6.6,6.6,8.2,8.3,8.3,8.3,8.3,7.9,15317.8,15163.1,14354.0,14215.8,13322.5,12808.9,178.2,183.5,188.6,190.8,191.4,192.7,248.8,241.4,232.4,224.7,222.3,213.8,30.8,18.9,19.6,12.7,18.6,23.8
Actual,2009-07-01,2009-07-01,9.48,2.5,2.4,2.6,1.2,3.4,0.6,4.2,4.6,5.3,5.1,5.0,3.4,0.6,0.7,1.8,3.0,5.2,0.8,4.8,3.0,5.3,6.8,4.5,3.7,4.8,4.7,4.5,4.5,4.4,4.6,5.0,2.6,4.6,4.0,-1.6,3.8,3.4,4.3,4.7,5.0,4.9,4.9,3.8,4.5,4.7,4.6,4.6,4.8,4.4,4.8,4.9,4.8,4.7,5.0,6.3,6.5,6.2,6.0,6.0,6.3,6.2,6.6,6.4,6.2,6.2,6.6,7.5,8.2,8.3,8.3,8.3,8.3,14753.6,15317.8,15163.1,14354.0,14215.8,13322.5,172.4,178.2,183.5,188.6,190.8,191.4,248.7,248.8,241.4,232.4,224.7,222.3,31.1,30.8,18.9,19.6,12.7,18.6
Actual,2009-10-01,2009-10-01,10.4,-1.6,2.5,2.4,2.6,1.2,3.4,-0.2,4.2,4.6,5.3,5.1,5.0,0.7,0.6,0.7,1.8,3.0,5.2,4.0,4.8,3.0,5.3,6.8,4.5,5.0,4.8,4.7,4.5,4.5,4.4,4.4,5.0,2.6,4.6,4.0,-1.6,2.1,3.4,4.3,4.7,5.0,4.9,2.8,3.8,4.5,4.7,4.6,4.6,3.9,4.4,4.8,4.9,4.8,4.7,6.4,6.3,6.5,6.2,6.0,6.0,5.9,6.2,6.6,6.4,6.2,6.2,6.2,7.5,8.2,8.3,8.3,8.3,13284.1,14753.6,15317.8,15163.1,14354.0,14215.8,165.4,172.4,178.2,183.5,188.6,190.8,236.4,248.7,248.8,241.4,232.4,224.7,32.2,31.1,30.8,18.9,19.6,12.7
Actual,2010-01-01,2010-01-01,11.48,2.3,-1.6,2.5,2.4,2.6,1.2,4.4,-0.2,4.2,4.6,5.3,5.1,8.0,0.7,0.6,0.7,1.8,3.0,12.3,4.0,4.8,3.0,5.3,6.8,5.3,5.0,4.8,4.7,4.5,4.5,5.3,4.4,5.0,2.6,4.6,4.0,1.6,2.1,3.4,4.3,4.7,5.0,3.2,2.8,3.8,4.5,4.7,4.6,4.1,3.9,4.4,4.8,4.9,4.8,6.7,6.4,6.3,6.5,6.2,6.0,6.1,5.9,6.2,6.6,6.4,6.2,5.1,6.2,7.5,8.2,8.3,8.3,13016.4,13284.1,14753.6,15317.8,15163.1,14354.0,158.0,165.4,172.4,178.2,183.5,188.6,225.5,236.4,248.7,248.8,241.4,232.4,24.1,32.2,31.1,30.8,18.9,19.6
Actual,2010-04-01,2010-04-01,11.08,-2.1,2.3,-1.6,2.5,2.4,2.6,0.9,4.4,-0.2,4.2,4.6,5.3,-7.8,8.0,0.7,0.6,0.7,1.8,-3.8,12.3,4.0,4.8,3.0,5.3,6.0,5.3,5.0,4.8,4.7,4.5,6.3,5.3,4.4,5.0,2.6,4.6,1.5,1.6,2.1,3.4,4.3,4.7,3.1,3.2,2.8,3.8,4.5,4.7,4.1,4.1,3.9,4.4,4.8,4.9,7.1,6.7,6.4,6.3,6.5,6.2,6.3,6.1,5.9,6.2,6.6,6.4,5.0,5.1,6.2,7.5,8.2,8.3,11826.0,13016.4,13284.1,14753.6,15317.8,15163.1,150.8,158.0,165.4,172.4,178.2,183.5,231.5,225.5,236.4,248.7,248.8,241.4,46.7,24.1,32.2,31.1,30.8,18.9
Actual,2010-07-01,2010-07-01,10.66,-8.5,-2.1,2.3,-1.6,2.5,2.4,-7.6,0.9,4.4,-0.2,4.2,4.6,4.4,-7.8,8.0,0.7,0.6,0.7,-2.1,-3.8,12.3,4.0,4.8,3.0,6.9,6.0,5.3,5.0,4.8,4.7,-8.9,6.3,5.3,4.4,5.0,2.6,0.3,1.5,1.6,2.1,3.4,4.3,2.2,3.1,3.2,2.8,3.8,4.5,3.7,4.1,4.1,3.9,4.4,4.8,9.7,7.1,6.7,6.4,6.3,6.5,5.8,6.3,6.1,5.9,6.2,6.6,4.1,5.0,5.1,6.2,7.5,8.2,9056.7,11826.0,13016.4,13284.1,14753.6,15317.8,143.2,150.8,158.0,165.4,172.4,178.2,220.5,231.5,225.5,236.4,248.7,248.8,80.9,46.7,24.1,32.2,31.1,30.8
Actual,2010-10-01,2010-10-01,10.33,-4.6,-8.5,-2.1,2.3,-1.6,2.5,-4.8,-7.6,0.9,4.4,-0.2,4.2,-0.9,4.4,-7.8,8.0,0.7,0.6,-3.5,-2.1,-3.8,12.3,4.0,4.8,8.3,6.9,6.0,5.3,5.0,4.8,-2.7,-8.9,6.3,5.3,4.4,5.0,0.2,0.3,1.5,1.6,2.1,3.4,1.9,2.2,3.1,3.2,2.8,3.8,3.2,3.7,4.1,4.1,3.9,4.4,9.1,9.7,7.1,6.7,6.4,6.3,5.1,5.8,6.3,6.1,5.9,6.2,3.3,4.1,5.0,5.1,6.2,7.5,8044.2,9056.7,11826.0,13016.4,13284.1,14753.6,139.1,143.2,150.8,158.0,165.4,172.4,212.9,220.5,231.5,225.5,236.4,248.7,56.7,80.9,46.7,24.1,32.2,31.1
Actual,2011-01-01,2011-01-01,10.36,-0.7,-4.6,-8.5,-2.1,2.3,-1.6,-1.4,-4.8,-7.6,0.9,4.4,-0.2,2.2,-0.9,4.4,-7.8,8.0,0.7,3.8,-3.5,-2.1,-3.8,12.3,4.0,9.3,8.3,6.9,6.0,5.3,5.0,2.1,-2.7,-8.9,6.3,5.3,4.4,0.2,0.2,0.3,1.5,1.6,2.1,2.3,1.9,2.2,3.1,3.2,2.8,3.7,3.2,3.7,4.1,4.1,3.9,8.1,9.1,9.7,7.1,6.7,6.4,5.0,5.1,5.8,6.3,6.1,5.9,3.3,3.3,4.1,5.0,5.1,6.2,9342.8,8044.2,9056.7,11826.0,13016.4,13284.1,138.9,139.1,143.2,150.8,158.0,165.4,181.7,212.9,220.5,231.5,225.5,236.4,42.3,56.7,80.9,46.7,24.1,32.2
